"function","source_id","name","url","source_kind","status","pii_risk","public_api_signal","interoperability_candidate","recommended_join_key","public_note"
"personas_desaparecidas","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"datos_api","ayudavenezuela2026-com","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://ayudavenezuela2026.com","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","True","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"necesidades","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"refugios","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"voluntarios","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"personas_desaparecidas","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"danos","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
"entregas_logistica","buff-ly-srrcfj2","Plataforma ciudadana de coordinación de ayuda humanitaria (iniciativa de sociedad civil) Red Venezuela Activa https://ayudavenezuela2026.com Conecta a quién necesita ayuda con quién puede darla tras el terremoto de Venezuela (junio 2026): registro de voluntarios y profesionales, reporte de casos urgentes, albergues y sus necesidades, mapa en vivo y movilización por WhatsApp. Enlaza a las plataformas nacionales de personas no localizadas. ✅ Activa ES Red Venezuela Activa abre registro de voluntarios y reporte de casos urgentes tras terremotos y réplicas https://buff.ly/SRRCfJ2","https://buff.ly/SRRCfJ2","attachment_catalog","plataforma_ciudadana_de_coordinacion_de_ayuda_humanitaria_iniciativa_de_sociedad_civil_red_venezuela_activa_https_ayudavenezuela2026_com_conecta_a_quien_necesita_ayuda_con_quien_puede_darla_tras_el_terremoto_de_venezuela_junio_2026_registro_de_voluntarios_y_profesionales_reporte_de_casos_urgentes_albergues_y_sus_necesidades_mapa_en_vivo_y_movilizacion_por_whatsapp_enlaza_a_las_plataformas_nacionales_de_personas_no_localizadas_activa_es_red_venezuela_activa_abre_registro_de_voluntarios_y_reporte_de_casos_urgentes_tras_terremotos_y_replicas_https_buff_ly_srrcfj2","high","False","no","solo agregados; no unir PII","No publicar datos personales o casos nominales; usar solo agregados o metadatos operativos."
